0.0004882812 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 475 635 1
0.0009765625 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 117 635 1
0.0014648438 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 117 423 1
0.0019531250 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 102 423 1
0.0024414062 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 102 320 1
0.0029296875 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 320 611 1
0.0034179688 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 191 611 1
0.0039062500 0.9824218750 0.9651527405 0.9481871650 0.9315198125 1.6666666667 14 191 1
0.0043945312 0.9814453125 0.9632349014 0.9453623788 0.9278214753 1.6315789474 597 809 2
0.0048828125 0.9814453125 0.9632349014 0.9453623788 0.9278214753 1.6315789474 195 597 2
0.0053710938 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 195 381 2
0.0058593750 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 381 851 2
0.0063476562 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 352 851 2
0.0068359375 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 53 352 2
0.0073242188 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 390 697 3
0.0078125000 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 296 390 3
0.0083007812 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 296 329 3
0.0087890625 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 329 807 3
0.0092773438 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 766 907 4
0.0097656250 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 907 938 4
0.0102539062 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 276 938 4
0.0107421875 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 525 633 5
0.0112304688 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 228 525 5
0.0117187500 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 228 905 5
0.0122070312 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 182 905 5
0.0126953125 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 182 637 5
0.0131835938 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 637 856 5
0.0136718750 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 593 771 6
0.0141601562 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 6 43 7
0.0146484375 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 43 488 7
0.0151367188 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 488 710 7
0.0156250000 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 642 710 7
0.0161132812 0.9804687500 0.9613189697 0.9425432086 0.9241341616 1.6000000000 326 642 7
0.0166015625 0.9785156250 0.9574928284 0.9369216934 0.9167925164 1.6363636364 128 326 7
0.0170898438 0.9785156250 0.9574928284 0.9369216934 0.9167925164 1.5454545455 405 562 8
0.0175781250 0.9785156250 0.9574928284 0.9369216934 0.9167925164 1.5454545455 405 540 8
0.0180664062 0.9785156250 0.9574928284 0.9369216934 0.9167925164 1.5454545455 540 736 8
0.0185546875 0.9785156250 0.9574928284 0.9369216934 0.9167925164 1.5454545455 703 736 8
0.0190429688 0.9785156250 0.9574928284 0.9369216934 0.9167925164 1.5454545455 466 703 8
0.0195312500 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 669 998 9
0.0200195312 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 669 947 9
0.0205078125 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 392 947 9
0.0209960938 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 392 480 9
0.0214843750 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 480 649 9
0.0219726562 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 614 649 9
0.0224609375 0.9765625000 0.9536743164 0.9313225746 0.9094947018 1.5833333333 308 614 9
0.0229492188 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 95 776 10
0.0234375000 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 95 512 10
0.0239257812 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 512 767 10
0.0244140625 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 729 767 10
0.0249023438 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 729 958 10
0.0253906250 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 523 958 10
0.0258789062 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 523 788 10
0.0263671875 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 336 550 11
0.0268554688 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 258 550 11
0.0273437500 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 258 434 11
0.0278320312 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 434 627 11
0.0283203125 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 227 627 11
0.0288085938 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 227 615 11
0.0292968750 0.9755859375 0.9517679214 0.9285313999 0.9058621763 1.5600000000 282 615 11
0.0297851562 0.9746093750 0.9498634338 0.9257458076 0.9022405429 1.5384615385 528 579 12
0.0302734375 0.9746093750 0.9498634338 0.9257458076 0.9022405429 1.5384615385 447 528 12
0.0307617188 0.9746093750 0.9498634338 0.9257458076 0.9022405429 1.5384615385 447 502 12
0.0312500000 0.9736328125 0.9479608536 0.9229657920 0.8986297799 1.5185185185 502 844 12
0.0317382812 0.9736328125 0.9479608536 0.9229657920 0.8986297799 1.5185185185 45 844 12
0.0322265625 0.9736328125 0.9479608536 0.9229657920 0.8986297799 1.5185185185 45 636 12
0.0327148438 0.9716796875 0.9441614151 0.9174224688 0.8914407778 1.5517241379 302 962 13
0.0332031250 0.9716796875 0.9441614151 0.9174224688 0.8914407778 1.5517241379 302 471 13
0.0336914062 0.9716796875 0.9441614151 0.9174224688 0.8914407778 1.5517241379 471 742 13
0.0341796875 0.9716796875 0.9441614151 0.9174224688 0.8914407778 1.5517241379 742 999 13
0.0346679688 0.9716796875 0.9441614151 0.9174224688 0.8914407778 1.5517241379 163 999 13
0.0351562500 0.9716796875 0.9441614151 0.9174224688 0.8914407778 1.5517241379 163 996 13
0.0356445312 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 29 869 14
0.0361328125 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 501 869 14
0.0366210938 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 49 501 14
0.0371093750 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 49 508 14
0.0375976562 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 508 514 14
0.0380859375 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 135 514 14
0.0385742188 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 135 647 14
0.0390625000 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 305 785 15
0.0395507812 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 305 834 15
0.0400390625 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 834 958 15
0.0405273438 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 392 958 15
0.0410156250 0.9707031250 0.9422645569 0.9146591499 0.8878624952 1.5333333333 392 980 15
0.0415039062 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 36 188 16
0.0419921875 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 188 657 16
0.0424804688 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 657 963 16
0.0429687500 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 374 963 16
0.0434570312 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 374 1004 16
0.0439453125 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 304 654 17
0.0444335938 0.9697265625 0.9403696060 0.9119013855 0.8842949959 1.5161290323 654 875 17
