0.0001220703 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 297 2543 1
0.0002441406 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 2543 2846 1
0.0003662109 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 866 2846 1
0.0004882812 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 866 2754 1
0.0006103516 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 2448 2754 1
0.0007324219 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 1743 1837 2
0.0008544922 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 931 1743 2
0.0009765625 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 931 3340 2
0.0010986328 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 2901 3340 2
0.0012207031 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 1014 3778 3
0.0013427734 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 1014 2520 3
0.0014648438 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 154 2520 3
0.0015869141 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 154 681 3
0.0017089844 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 681 3802 3
0.0018310547 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 763 3802 3
0.0019531250 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 1818 3137 4
0.0020751953 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 306 3137 4
0.0021972656 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 306 2044 4
0.0023193359 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 550 2044 4
0.0024414062 0.9760742188 0.9527208805 0.9299262891 0.9076770762 1.1224489796 98 550 4
0.0025634766 0.9758300781 0.9522443414 0.9292286700 0.9067692857 1.1212121212 98 2159 4
0.0026855469 0.9758300781 0.9522443414 0.9292286700 0.9067692857 1.1212121212 151 2159 4
0.0028076172 0.9758300781 0.9522443414 0.9292286700 0.9067692857 1.1212121212 712 1452 5
0.0029296875 0.9758300781 0.9522443414 0.9292286700 0.9067692857 1.1212121212 712 3821 5
